id,pca_features
679,"[-1.09369149104,0.149975799069,1.07115066581,0.477958880807,-0.246342264449,0.0715736179354,-1.14480599494,0.48064914439,-1.47323184554,1.44496667024,0.308189015721,-0.507587686755,0.746354991268,-1.1458847124,-1.55924871336,1.42714210743,0.630636283559,1.73107294239,1.79286322347,1.2034267695,0.487722935114,-1.49584832548,-1.06297212276,-0.825071017484,-1.24836690644,-0.294606160701,0.522593959211,-0.0219282846059,-0.304824189242,0.441572169302,0.158750011494,-0.00713162353741,0.136029551595,0.0385806831067,0.763174582255,-0.18134026598,0.250707370326,-0.31152115462,-1.12997504385,-1.23147469856,0.679874964583,-0.112484409542,0.281721741908,0.294172617636,-0.297632460831,0.462886271625,-0.620980749887,-0.504006954115,-0.325140786332,0.211865758015]"
680,"[-1.11617608412,0.145290170531,1.08464513417,0.483348329795,-0.257442092137,0.104221373473,-1.12017988323,0.56844757247,-1.49469170589,1.48465750165,0.289137673439,-0.528448019828,0.769388738089,-1.16757564462,-1.58956952954,1.41959885677,0.605592351962,1.64222958629,1.82001588333,1.25908476398,0.476455226119,-1.41622963481,-0.981963595124,-0.809404151218,-1.2818847264,-0.310146492507,0.540303552526,-0.0693002544328,-0.225999161096,0.44124852394,0.193363770785,-0.0397527579242,0.127018610803,0.0315701964354,0.806448907427,-0.18254538272,0.297617292378,-0.332955315306,-1.05027924379,-1.23265884982,0.676249095489,-0.156744317633,0.257437799142,0.207304516624,-0.252112016006,0.497932712987,-0.615054602867,-0.515601025795,-0.319108801274,0.188145737884]"
681,"[-1.21308841725,0.514272404528,1.32616374334,0.512062387524,-0.349795264048,0.250493125033,-1.71679197979,0.825944591958,-1.8674137082,1.47712851873,-0.00877272946253,-0.178528214262,0.464866816974,-1.17128569763,-2.10465437823,0.846189029187,0.843442946647,1.35667462773,1.63798569253,1.35587738022,-0.0253429262495,-1.27649254302,-0.963759224598,-0.817248863503,-1.65083044805,-0.525113801675,0.21004742441,-0.0112669270467,-0.327013513598,0.578400249131,0.683363436395,-0.148340185449,0.186390365841,0.317747765052,0.821539289555,-0.0280822540023,0.205084968123,-0.109152535516,-1.05129031541,-0.765209807489,0.516580925561,-0.0832414166154,0.405991472736,0.154594471312,-0.0728349125788,0.320019205658,-0.798305941747,-0.274020839884,-0.363287620768,0.336673226978]"
682,"[0.471952959051,3.00470013761,0.110634688112,0.281206052554,0.405964160162,0.117666446866,-0.558613295751,1.09644520227,-1.78951560654,-0.069698793289,0.975190742693,0.545114104933,1.01366779281,-1.1194224764,-1.53667418152,1.21903485038,-1.44857799112,0.458456291178,2.15034029865,1.09474098709,-1.74121499599,-1.25439122389,-0.934361301894,-1.43424900504,-0.314807628305,0.329234461368,0.470826120317,0.50180767378,-0.0570096308248,0.0227043318778,0.0748332570155,-0.66476346776,-0.662589045444,0.085010565269,0.580501111516,-0.723772894219,0.334823132452,0.690304964902,0.202290436555,-0.520344527038,0.295694335692,-0.448981558682,0.586851960666,-0.204694156423,0.369529129081,-0.30618378195,0.836936700475,0.513646013868,-0.477782935666,-1.18234093817]"
683,"[0.437339908434,3.31846026302,0.376714229766,0.705810870997,0.475696681383,0.274097005432,-0.784749172773,1.57532256579,-1.83727297544,0.238945121936,0.408111975266,0.875155509081,1.069748858,-1.08800723971,-1.98003599468,0.742233971753,-1.00119238805,0.158335752938,1.89082450626,1.13041408108,-2.06960747749,-0.861245839135,-0.946261849754,-1.2289556822,-0.674416167583,0.155625965798,0.419224126315,0.42995313819,0.127207579531,0.122779016264,0.17081110415,-0.493034257259,-0.737090978854,0.109255608529,0.478715637414,-0.723471107355,0.326075673641,0.48756050706,0.199995659018,-0.51345382042,0.37816825803,-0.452391723861,0.64731945751,-0.240259415482,0.265668400963,-0.645136489838,1.02124118835,0.585251443102,-0.441105750577,-0.945315093957]"
684,"[0.316037638167,2.30536723141,0.195712910395,0.184834909261,0.356363773691,-0.273976818521,-0.396984849277,1.24855084681,-1.77080108996,-0.310932066064,0.595700685495,0.724326989303,0.57812917493,-1.16705067804,-1.50673765214,1.09106963074,-1.42762598391,0.142476766417,2.17356845399,0.747462812389,-1.56167800544,-1.80796081908,-1.00419526835,-1.6380284687,-0.600696129661,0.0159839194201,0.112574299368,0.32962744493,-0.0402066134296,0.307341686382,-0.692283151614,-0.637142376464,-0.725453318888,-0.191675630744,0.310393798914,-0.150475765298,0.444121794524,0.35784607588,0.483660821405,-0.763856769466,0.490865707924,-0.745325664537,0.338319848703,-0.588789483482,-0.169069533384,-0.351381180279,0.532892711722,-0.447793000432,-0.60990327697,-0.4411079485]"
685,"[0.22379565352,2.47307665439,0.381876353032,0.32784007121,0.402184300218,-0.220300033358,-0.802127116102,1.57538192759,-1.78408273325,-0.091102725246,0.125089494761,1.08614444043,0.537199443507,-0.964374222198,-1.98545144425,0.618164423607,-1.03334888577,-0.161604390332,1.96382824128,0.878062951807,-2.04112912856,-1.54580378358,-1.05748237802,-1.55907695385,-0.857434188063,-0.0792517900262,0.211333892607,0.35192421517,-0.0212731347506,0.311118336396,-0.377573850845,-0.51600953517,-0.711558889595,-0.107015828122,0.161944377666,-0.359918072426,0.397424296738,0.322042453626,0.503606429735,-0.687742807853,0.467455642349,-0.700702395726,0.404282834308,-0.680608426812,-0.246614244704,-0.42846257117,0.729717267366,-0.390316492786,-0.657965708511,-0.205046001038]"
686,"[-0.338232878846,2.19482884912,1.33135407033,0.675713861967,-1.04538059649,-0.7497184101,-2.21413721122,-0.527941279471,-2.12507779759,0.365785031523,0.201976293628,0.453848681716,1.4650326483,-0.695672819604,-1.31906543314,1.8326590806,-0.574736323219,0.266705238012,1.51389172978,0.956338626531,-0.200983352566,-1.1469542099,-0.589845956525,-0.523704088677,-0.808222018583,-0.145777672566,0.403926564112,-0.284089880761,-1.01835682817,1.25890441265,-1.39116964016,-0.310109215564,0.139624618595,0.538693082615,0.649230318276,-0.0592922931977,1.17383658079,-0.396310039093,0.771360698515,-0.533132768558,-0.26085699502,-0.597154220277,-0.36639956893,0.31110351971,-0.749943226885,0.546217496035,0.722602086668,0.112006616533,0.712278024917,-0.0907364738727]"
687,"[-0.402591288804,2.45481811199,1.38384250378,0.928043629541,-0.991088846393,-0.428634526842,-2.54061315297,-0.0656447609339,-2.14936641777,0.590332162112,-0.278089062815,0.613189718656,1.55505053174,-0.438152650229,-1.9190833154,1.35140513486,-0.321709470993,-0.205070877558,1.36651747147,1.15705796832,-0.466842404373,-0.844217153483,-0.434432575422,-0.597309580599,-1.31392795636,-0.209762206809,0.281684735313,-0.309392923075,-0.978465644623,1.37417765611,-1.10035104292,-0.595679237981,0.115210212669,0.540675616435,0.604968727921,0.213785163334,1.19882677276,-0.321976897361,0.602743779468,-0.394579017809,-0.405785169533,-0.435519533562,-0.205070836839,0.428624676849,-0.595182436689,0.277843236641,0.627467120255,0.197615548263,0.693062571175,0.0625138497831]"
688,"[-3.4663462864,-0.19846979202,0.90998294143,1.52487351821,0.300415749025,-1.0320671825,-3.23060615072,0.671501950324,-2.04251392127,1.23780671572,1.14166484134,-0.698878813353,0.834438288414,-2.15720494465,-2.23755555292,2.12664063847,-1.18984458911,0.300991520352,1.1187592184,0.675461461056,-0.748804747327,-0.888359902466,-0.0443874011166,-0.151419936815,0.187346297198,0.0666644167801,0.0319571253317,-0.127778110474,0.769689958988,-0.214278269082,-0.505266643872,0.637236296074,-0.693163017845,-0.117301378994,-0.391324064235,-0.422635564122,0.0670996831277,-0.444906876745,-0.237286483942,0.449511341809,0.663128432347,-0.239076498217,-0.361111745916,-1.10152076128,-0.557490209804,0.429964084025,-0.849075419281,-1.10807833113,0.00387714993878,-0.120681642737]"
689,"[-4.03495347726,-0.149575064177,1.38046128271,1.79704142605,0.326776765076,-0.786557724298,-3.68798940467,1.13084198708,-2.02834340357,1.34721549515,0.507017195025,-0.24455373361,1.10309697278,-1.98837066133,-2.64477708611,1.606351389,-0.879280712102,-0.0297728008787,0.691727176702,0.729003195278,-1.16039679638,-0.784380962108,-0.249212114699,-0.178621734073,-0.0983493760099,0.250332902352,-0.200161825463,0.0209662377351,0.83511344848,-0.249154058843,-0.213464515931,0.538463613921,-0.883301642991,-0.142673153516,-0.590570007,-0.28082261242,0.271526632004,-0.556101103714,-0.441916919682,0.597714194374,0.428151066985,-0.625796799864,-0.170738745637,-0.939576034826,-0.779589117883,0.223236843406,-0.808909386836,-0.948220778929,0.103252998632,-0.0116076491698]"
690,"[-1.08961657268,0.232930789961,-1.74181993686,1.02980591149,-0.29584199795,-1.13174987057,-0.845044526281,0.264181260687,-2.30325835539,0.203921810019,-0.686248553649,1.25322778069,0.204317600756,-1.36688623453,-1.40780437613,1.09668417078,-1.95273672963,0.825589631424,0.934223850967,0.65404942082,0.310954661792,-0.669338766219,-1.56331246775,-1.01354498969,-0.752601624366,-0.926859552729,0.07928289001,-0.846775667007,0.211493334902,1.29520526311,0.393937417284,0.890124768936,-0.430592379059,0.486516028712,-0.354874600335,0.121484029824,0.0985900915877,0.0574074534467,-0.568110204449,-0.39351431662,0.538766208123,0.135436777766,0.136174416377,0.140866649089,-0.140959079593,0.266134281047,-0.42998203748,-0.320760174707,1.49337557733,0.000262963033309]"
691,"[-1.32192358195,0.454154519978,-1.37238005682,1.22270487918,-0.501455404846,-0.649713957279,-1.14997625767,0.96742402943,-2.60568116398,0.568110771482,-1.50701374419,1.70215151131,0.0384400991226,-1.18813045419,-1.43245205997,0.545878761141,-1.66428749888,0.701369316379,0.514554396051,0.490096917427,-0.168274525643,-0.500044135774,-1.7906218055,-1.14209658436,-1.0545034569,-0.770081072947,-0.0991424632314,-0.846728098447,-0.101210950495,1.30850876351,0.623335781958,0.60619595187,-0.478748594582,0.857921363199,-0.466287611778,0.0156739364048,0.263907965092,-0.214445639235,-0.652975296891,-0.47108255167,0.3196542795,0.149891055226,0.290341423423,0.0255785441983,-0.0885093542872,0.0539625353425,-0.445534874244,-0.114258031131,1.53908624583,-0.00520040839541]"
692,"[-1.48469165146,-0.239801968903,-1.77631675957,1.0815985705,0.0672410484029,-1.29999075623,-1.49038552271,0.971612730704,-1.78782505862,0.272441424348,-0.28807213284,0.54789037558,0.58133042475,-1.09176159287,-1.79708792028,1.6195932924,-1.97292783404,0.617441853303,1.38483380088,0.266901550204,-0.340378494785,-0.595937092931,-1.01322243765,-0.279107180449,-0.505118060846,-0.604733474368,0.297855130557,-0.208918627903,0.166518292669,1.35740355535,0.457614807009,0.688655431134,0.0609748366313,0.74177757576,0.118704886229,-0.115029283577,0.153201229986,-0.328392492505,-0.530965541141,-0.243578390638,-0.235622816677,0.44451536015,0.239749889898,0.142855596462,0.141380663722,0.169225719024,-0.170712025053,-0.1546381355,0.924321200042,-0.541249361201]"
693,"[-1.51698731186,0.0416897761649,-1.43438445374,1.52944220138,-0.0700214728233,-1.27015930235,-1.94198387415,1.19937468761,-2.08144622605,0.270072009664,-0.817941549371,1.00679158498,0.469226366197,-0.991166991996,-2.11523366027,1.00383685754,-1.48977550965,0.15299293712,0.965508549087,0.517092850264,-0.597554835945,-0.336517364816,-1.33302356411,-0.392107429787,-0.657834633536,-0.943369954136,0.100895754447,-0.265440428754,0.308954112045,1.56904852712,0.729704319247,0.509858644604,0.0974493171907,0.920485584471,0.100919788098,-0.33824800161,0.399671899594,-0.462542273156,-0.695514894438,-0.0811569722385,-0.197004125693,0.386909922842,0.357569762691,0.237874070688,0.176124711431,0.362077797858,-0.185121936282,-0.0677455704719,0.762897785061,-0.451453668812]"
694,"[-1.06355654256,1.57143623459,0.461288112141,0.800512592401,-0.472931956006,0.430024303178,0.37578608217,1.3109919646,-1.98424654757,2.40833363424,-0.549444736396,0.610358474569,0.512093273778,-0.396034995805,-1.76371680255,2.78199579649,-1.93259795577,0.0772440792808,0.492902731509,0.457657721714,0.1527819559,-1.49259451,-0.522403556592,0.128348371909,-0.0392672722335,-0.0961134903764,-0.697029811146,-1.19406500303,-0.307116550602,0.41878964291,0.371112309162,0.15392491342,-0.612673308685,0.860729546727,0.718352772915,0.539952530177,0.808724659328,-0.0087048983421,0.559065347897,0.503743334315,-0.041023437627,0.930471829449,-0.258863021495,-0.336624266124,0.275427056679,0.861832813469,0.0463213188104,-0.0753724754114,0.145826032128,-0.367780525745]"
695,"[-1.43644150399,1.87471687883,0.985935270058,1.19724924009,-0.41471683206,0.40300571419,-0.0324011608576,1.75303654977,-1.95438393206,2.30157368254,-1.35010774153,1.13887593365,0.38243188459,-0.336463170628,-1.91712271882,2.17317659395,-1.58124487065,-0.164538254696,0.292954701174,0.530636392348,-0.28773630136,-0.991653973449,-0.688445939698,0.0178139062345,-0.593930899864,0.2430973123,-0.904901926662,-0.776188539395,-0.666946121995,0.621174250749,0.551974626444,0.0596606129414,-0.781213695937,0.704075816422,0.52784190898,0.39536709734,0.806249078869,0.277649077021,0.142232290837,0.3845919671,-0.324888628904,0.658261037498,0.171893515074,-0.356991120895,0.449276006313,1.05555246602,-0.250354141635,0.336459163827,0.270453602878,0.0302276700584]"
696,"[-3.08979602104,-0.471950233608,1.53653220436,0.9258035305,-0.0827760569483,2.26556471715,-1.45245120595,0.929249002034,-2.41672010318,0.389145652832,0.609287771126,0.870971072326,1.57957432961,-0.590898000488,-0.093588519495,1.07629875178,-1.78851753106,-0.364817603967,1.57994486614,0.748839393351,0.560734829539,-1.13535715834,-1.33947778479,-0.968149321885,-0.998582611931,0.48811754753,-0.262035546972,0.16753466435,-1.14343708008,0.231811148471,0.734425460981,1.2971270667,-0.0874654979366,-0.0892894602987,0.0369007674731,0.139706110978,-0.108440550852,0.119849851807,-0.137400692814,-0.0404409152646,0.26148453689,0.396611215562,-0.972052457122,-0.197953077071,-0.00309519086722,-0.577808089448,-0.382342434519,-0.306853249478,0.0221727350173,-0.0384070355499]"
697,"[-3.00661283993,-0.406441919334,1.70724804697,1.23078288964,-0.0468241386672,2.23835965647,-1.77832012101,1.42834765231,-2.4244204929,0.48174630084,0.116340179827,0.890721193592,1.26109913298,-0.597093078947,-0.62332454326,0.739931169808,-1.56224786942,-0.634159239459,1.2221013235,0.901533725021,0.130201825728,-0.792596368425,-1.29602553803,-0.905336960344,-1.18399951732,0.633370938974,-0.214979824499,0.286720272478,-1.12569203942,0.569861930406,0.985576694382,0.872907147011,-0.0408865170485,0.0274810156949,-0.128691481582,0.261830437545,0.191672132197,-0.0413607144524,-0.0614223009852,0.0999399556496,-0.14492351046,0.406524860143,-1.12780337161,-0.374638806322,-0.16362850467,-0.672333136494,-0.436907904155,0.159112626455,-0.153069772881,-0.256727697492]"
698,"[-1.79359611377,1.37988179759,-0.735621231569,2.24728551751,0.471468815495,2.07581182208,-1.4712173492,1.63572414187,-2.91873410202,0.877096705336,0.566658684529,0.953169279847,1.03084008409,-0.505972227327,-1.20406004236,1.64435810978,-0.295449652559,0.00803970752922,1.57562076373,1.88950078873,-0.487836439873,-1.35097157029,0.505256703579,-0.717887482682,1.18405376822,1.12185646679,-1.0389065452,-0.472030501208,-1.15290563204,1.12745821326,0.367162130962,1.21560771474,0.08711129016,0.0102225465681,0.725733518846,-0.317912134694,1.13699501944,0.298095703215,-0.402656231314,-0.129255222793,0.669050185749,-0.48805407412,-0.21375286985,-0.678677100197,-0.687999192985,0.57040839501,-0.799977453098,-0.226229414485,0.571032682253,-0.771510057516]"
699,"[-1.98008974131,1.63914955105,-0.589126488039,2.44122667141,0.482085306716,2.38652298095,-1.75589617511,1.89443486661,-3.06050343342,0.953234819827,0.386268601108,1.16536243719,0.87504597634,-0.558981906586,-1.4407652481,1.19089393916,-0.210089941124,-0.173522373663,1.2533206379,1.90771026006,-0.705430689137,-1.47137017857,0.45475965287,-0.757605873417,1.00296206195,1.22871510043,-1.13229252655,-0.376063163221,-0.943859507877,1.17350489886,0.285283133247,1.00438372756,0.0835825696365,0.0686899071672,0.655527527652,-0.350928469963,1.00019441755,0.231969275977,-0.286160328028,-0.109790494516,0.748650308631,-0.316304416592,-0.187674226006,-0.558361029021,-0.56047064975,0.352317230291,-0.697193959484,-0.154006200488,0.442978819467,-0.930604759126]"
700,"[-0.18712529405,2.51289501997,0.428026916316,0.18701727652,-0.285838399396,-0.0471517602156,-0.211984629256,2.01529972667,-2.74932127298,0.187898192182,0.928704376987,0.117542011073,1.46032989,-0.623456494536,-2.47407157205,-0.0330249880346,-0.991609458912,-0.274525636699,1.18750329129,0.998854467042,-1.17935493425,-0.763378860867,-1.28774184688,-1.77029715569,-0.410372221511,-0.751447303346,0.267760625264,0.1684205615,-0.587211558785,0.550176290067,0.905534310586,0.0994631362293,-0.704110758073,0.123145369677,0.184783800282,-0.14053904421,0.492588162127,0.711371335274,0.407018339381,0.0938152913902,-0.102308073106,-0.35805039996,0.146488356181,0.0529131337892,-0.205845131224,0.718298466112,0.412242360236,-0.211550391751,-0.126665192291,-0.594351215895]"
701,"[-2.72346320921,0.89103395613,2.93098428302,0.285164631359,-1.26064168577,-1.70809149871,-2.28761793964,2.65721033052,-0.283599119321,0.987879012684,0.481457384688,1.52026736664,1.44028539163,-0.69419472063,-2.39796422948,1.52928652659,-1.18790049015,0.803453766553,1.81650496391,0.658133746568,0.670379900377,0.0499410719792,-0.783491926291,0.281069324899,0.320433383219,0.289817186615,0.0982262528002,0.671135989188,-0.374815766642,0.691590905137,0.379737208621,0.594223291331,-1.49138900229,0.0199141076482,-0.487812801698,0.537162678599,-0.783889175457,-0.96696317748,0.106517470497,-0.411080802864,0.0521154049174,-0.24886104424,-0.274702050353,-0.17643285957,-0.57187146436,-0.442377848644,0.173933133565,0.216350899537,-0.33912210223,0.207400165604]"
